ra,dec,z,zErr,dered_u,dered_g,dered_r,dered_i,dered_z,modelMagErr_u,modelMagErr_g,modelMagErr_r,modelMagErr_i,modelMagErr_z
147.15984,33.422821,0.004701443,2.113689E-05,22.01761,20.76312,21.3631,21.15237,21.09434,0.2426807,0.04615605,0.09720904,0.1053371,0.3246988
147.18501,33.426972,0.004571192,1.069777E-05,21.53734,21.39804,21.42215,21.63569,21.10994,0.1339703,0.05747893,0.07710063,0.1321203,0.3008095
128.49368,26.965154,0.01179496,8.739452E-06,22.41479,21.89115,22.15262,22.17426,22.77244,0.3142322,0.08434136,0.1419879,0.2013832,0.7237247
229.0182,43.158457,0.01830566,1.081743E-05,21.30051,21.20174,21.14801,21.53135,20.61542,0.1403029,0.04925961,0.0662384,0.1324004,0.2286492
225.52036,42.182564,0.01665064,8.522332E-06,21.5515,21.52733,21.31826,21.80558,22.80423,0.1288152,0.05252011,0.06552053,0.1246766,0.6859525
240.13445,43.929739,0.01941917,7.5415E-06,21.43742,21.40503,20.99922,21.24683,21.09786,0.1395238,0.05600564,0.0548201,0.1024554,0.3324809
141.87064,40.826862,0.01412749,2.518028E-05,21.45147,20.86481,20.70453,20.6747,21.14578,0.1245515,0.03872393,0.04628283,0.06208405,0.3193255
354.77319,0.55437952,0.01795316,1.472877E-05,22.02243,21.58985,21.64765,21.74284,21.78356,0.211369,0.06733351,0.09123377,0.1732722,0.5332518
139.18809,34.428211,0.005533166,2.472686E-05,22.19491,21.55106,21.4379,21.22671,21.41259,0.2285193,0.06749251,0.07605682,0.09516621,0.3237629
193.26183,32.325733,0.02183376,9.957046E-06,21.37628,21.20485,21.72355,21.45468,22.20027,0.1622954,0.05306185,0.1100827,0.1276727,0.8912754
196.5097,35.979841,0.01615061,1.75072E-05,23.99947,21.91477,23.51605,22.36373,21.82855,0.9094321,0.09091105,0.423817,0.23676,0.421751
21.251883,33.616108,0.01558834,2.29869E-05,18.34203,16.73804,16.01696,15.67439,15.39398,0.03195448,0.004680621,0.003962504,0.004234321,0.008789136
21.35679,34.016992,0.01657041,2.338369E-05,22.24335,21.37744,21.18899,21.00531,21.29806,0.290803,0.06092827,0.07357962,0.09615334,0.40581
21.3206,34.027093,0.01514665,5.940155E-06,22.32276,21.77969,21.6991,22.25687,22.14697,0.2493774,0.07137869,0.08932208,0.2085874,0.4837331
21.196626,33.34444,0.01646518,1.750337E-05,18.4935,16.88074,16.1485,15.80023,15.52845,0.03368577,0.004819427,0.00384578,0.003991324,0.009042684
21.164688,33.235749,0.01860966,7.984743E-06,16.79075,15.06265,14.31933,13.94857,13.64726,0.01292914,0.00251454,0.002185662,0.002184541,0.003467652
21.13615,33.77978,0.01477084,1.14522E-05,21.97099,21.77793,21.65927,21.61579,21.74907,0.2036433,0.07251035,0.09043979,0.1232812,0.4329452
21.049822,32.784429,0.0198087,1.033695E-05,21.21984,20.61156,20.49713,20.69963,20.54193,0.135103,0.03561973,0.04666527,0.08024684,0.2457849
21.03426,32.960161,0.01413589,1.502799E-05,18.02254,16.35189,15.61792,15.25268,14.99066,0.03194071,0.004446423,0.003540539,0.003657042,0.00792716
22.944856,33.619379,0.01645185,1.272834E-05,21.20079,20.76137,20.49964,20.53588,21.16162,0.1866488,0.04801347,0.06168972,0.08092995,0.4799401
26.136331,16.249885,0.01688521,6.936848E-06,22.04432,21.75949,21.84742,22.37737,22.35918,0.2464923,0.07703422,0.1050076,0.2498249,0.6763797
26.753035,12.405541,0.002703162,8.605691E-06,21.33313,20.78151,20.55329,20.84279,20.97289,0.1732762,0.04441198,0.04967512,0.08701887,0.2949512
121.26732,29.724304,0.02152316,2.559462E-05,22.00835,21.60367,21.42864,21.58186,21.33103,0.1697077,0.06075891,0.07621873,0.1149523,0.2927079
87.705582,0.284492,0.0001295762,6.66313E-05,20.1075,19.2499,18.7095,18.46849,18.37572,0.2354708,0.03364719,0.0213839,0.01952519,0.0548685
345.10102,1.6205141,0.01624139,6.607692E-06,21.75182,21.25036,21.22567,21.78295,21.6173,0.2135555,0.05179397,0.06243803,0.1439286,0.3678661
242.65646,31.795944,0.01479544,6.947085E-06,21.25066,21.02662,21.22667,22.24514,21.66161,0.1233982,0.04155736,0.06341384,0.210569,0.3874927
243.2528,30.839306,0.02271491,9.925882E-06,21.86038,21.56875,21.40621,21.38941,21.71512,0.201345,0.06822331,0.08223511,0.1190994,0.448012
142.07193,48.51608,0.01574849,7.467559E-06,15.84137,14.92591,14.45163,14.22991,14.01162,0.01380812,0.002566902,0.002417351,0.002530824,0.004792286
128.52158,52.000265,0.009544334,9.875154E-06,21.61086,21.24591,21.26153,22.05815,22.78588,0.1777724,0.06199121,0.09203292,0.245426,0.8055419
20.987996,28.634354,0.01375508,5.908247E-06,21.22161,20.59921,20.55182,21.20354,21.0584,0.1230685,0.03594206,0.04741682,0.09989779,0.2778561
19.671679,31.040256,0.0225124,7.24646E-06,22.35573,21.47159,21.33508,21.51671,21.60657,0.2732774,0.05554583,0.06436439,0.104782,0.4246532
162.80493,5.8294217,0.003240191,2.320829E-05,23.30993,20.69607,20.73827,20.6314,20.96597,0.8493014,0.05557669,0.05740722,0.07007505,0.3223151
162.89954,4.5816637,0.003407064,7.153312E-06,21.68983,20.97223,20.74855,20.73628,20.57763,0.1697877,0.04637168,0.04820602,0.06006921,0.1819516
181.53392,49.592627,0.004052699,2.17905E-05,21.84296,21.36061,21.38974,21.82979,22.79777,0.2452477,0.08769295,0.1197207,0.228451,0.888523
180.70785,48.633107,0.01163397,2.333961E-05,20.92095,20.57751,20.45363,20.95828,20.6392,0.1149364,0.03783795,0.04591556,0.09831575,0.2122383
186.00673,48.780581,0.0145171,2.382475E-05,21.30218,20.45981,20.4955,20.56325,20.96092,0.1266587,0.03731567,0.04910785,0.08017009,0.4004379
186.6717,45.175046,0.02367912,1.668988E-05,22.48158,21.94425,21.57107,21.90606,21.84157,0.2662104,0.08036876,0.07660311,0.138477,0.490115
186.29304,45.182053,0.02403733,1.67968E-05,22.02195,21.88259,21.45952,21.39317,22.95517,0.1893401,0.07195661,0.07272858,0.09582064,0.7510475
181.00117,49.120355,0.01806494,3.272431E-05,22.04737,21.64499,21.6437,21.4767,21.42379,0.3140692,0.09256055,0.1254317,0.1759555,0.5395792
357.74984,27.219059,0.02379713,1.272055E-05,17.06332,15.28659,14.45271,14.03261,13.71909,0.02333522,0.002918893,0.002589864,0.002634899,0.00531576
358.02288,28.056558,0.02239785,5.886495E-05,22.14192,21.78167,22.5632,21.73338,22.20995,0.2881755,0.08509181,0.2472861,0.1967111,0.7856738
353.35489,25.64893,0.01257569,7.787538E-06,21.24299,21.27023,21.21614,21.74449,22.76436,0.1253358,0.0466613,0.05973186,0.1431314,0.6181679
346.87453,27.680904,0.02331628,2.888827E-05,21.35754,21.34654,21.04996,20.92818,21.14797,0.1799635,0.07338806,0.07401364,0.08841248,0.3303572
346.14247,27.15603,0.003481772,5.969227E-06,21.2203,21.34776,21.13905,22.28745,21.52022,0.1306102,0.0614708,0.06793646,0.2510246,0.3614283
329.36076,30.253778,0.01863956,8.990664E-06,21.61067,21.16654,20.95893,21.12504,21.11325,0.2149866,0.06464849,0.06664778,0.1038737,0.3295958
190.40549,26.072826,0.01579974,1.103625E-05,15.11022,14.1456,13.55506,13.24557,13.00757,0.006654816,0.002366782,0.002205139,0.002313832,0.004176753
190.67395,26.487101,0.01077676,1.794752E-05,24.64389,21.89533,21.83693,21.6932,21.686,0.8838415,0.07628394,0.09447771,0.1283123,0.4751763
70.907156,24.313091,0.0169622,5.276238E-06,16.46591,15.67954,15.81079,16.09375,16.01223,0.08752121,0.0130754,0.009173316,0.009765855,0.01993979
18.827906,28.489196,0.01624447,1.18966E-05,22.30462,21.80198,21.77577,21.87472,21.5165,0.260687,0.08704987,0.1009592,0.1585542,0.3472632
357.2095,26.222104,0.002715417,4.809874E-05,20.29682,19.86538,19.77995,19.73568,19.75869,0.1535252,0.03470167,0.05000959,0.06894919,0.2594719
10.360316,25.502297,0.01502163,9.609565E-06,21.17965,21.5849,21.27707,21.86491,22.06418,0.1359511,0.08141995,0.08042312,0.1965992,0.6183659
210.82788,54.589919,0.0008969077,1.386138E-05,21.9351,21.54085,21.45986,21.39496,20.97495,0.1927933,0.06017834,0.07286399,0.08814604,0.2372657
4.00232410000001,21.292548,0.02028114,7.704736E-06,22.711,21.37214,21.31944,21.62991,21.98671,0.7901814,0.0971484,0.1042802,0.1817677,0.8119937
0.892246460000024,22.08079,0.02470152,1.559528E-05,21.46845,21.33365,21.12846,20.78683,20.42163,0.1699473,0.06601182,0.08059971,0.07556146,0.1978463
141.49222,34.630658,0.02435957,1.008345E-05,21.58764,21.4099,21.45813,21.48075,21.59031,0.1669333,0.05926407,0.08296792,0.119464,0.3944626
141.4444,34.279212,0.005532585,7.194017E-06,21.78776,21.67297,21.35863,22.1898,22.49661,0.1449969,0.06039105,0.0628073,0.1823939,0.5048713
39.411621,-2.4573284,0.02114283,2.413407E-05,21.91335,21.27016,21.37772,21.43613,21.61058,0.2634361,0.05879617,0.1027783,0.2182615,0.6383893
162.67614,31.856217,0.01071719,9.759996E-06,21.24944,20.96522,21.08808,21.87987,22.09696,0.1263474,0.0393482,0.06115574,0.1709234,0.5980682
189.27164,30.111179,0.02343104,1.453077E-05,21.84613,21.75657,22.03277,22.24205,21.63839,0.2070464,0.07762557,0.1430501,0.2311019,0.5584949
200.09338,31.516396,0.01701945,1.187522E-05,21.09101,20.94867,21.42519,21.90276,22.81173,0.1031603,0.04673793,0.08375762,0.1599846,0.67942
200.19964,31.491686,0.016806,1.236679E-05,22.19775,21.34261,22.74011,22.83272,21.96943,0.2045193,0.0465267,0.1932684,0.2646748,0.441691
200.18864,31.198531,0.01739458,1.342598E-05,21.71137,21.42027,21.31789,21.5579,22.77468,0.1659163,0.05954987,0.08081004,0.1401701,0.8351268
200.42001,31.34561,0.01668225,3.979942E-05,21.83304,21.55039,21.70107,21.57792,22.10238,0.190855,0.06722867,0.1070233,0.1274994,0.6540587
200.44551,31.241282,0.02434247,3.362165E-05,21.98848,21.5704,21.55724,21.4616,20.9657,0.2541229,0.07727865,0.108977,0.1573931,0.4145263
200.54073,31.950204,0.007597377,7.963712E-05,25.32925,21.91343,21.22661,21.05807,20.72659,0.6952239,0.07034141,0.05489542,0.06255313,0.2061148
356.02323,10.057791,0.005394851,9.309912E-06,20.57607,20.09414,19.98017,20.01833,19.80338,0.1248744,0.03074366,0.03616633,0.04707878,0.1434486
194.41249,35.719273,0.01511794,8.90459E-06,21.23108,20.56183,20.29117,20.40621,20.90901,0.1561365,0.03224187,0.03711459,0.06030425,0.3258335
201.71494,33.907192,0.0005765134,1.764355E-05,22.89266,22.3945,22.04145,21.90675,22.1958,0.3804866,0.08404198,0.09348613,0.1215711,0.5541416
203.14113,33.56116,0.02335107,6.911234E-06,21.76065,21.34779,21.55238,21.96454,22.19094,0.1428682,0.04365966,0.06899606,0.1285872,0.4838564
203.73912,34.044758,0.0238328,1.384532E-05,20.83364,20.64479,20.59902,20.76326,20.73638,0.08802508,0.04081137,0.05648359,0.083374,0.2157343
178.97172,33.04576,0.01045485,1.113034E-05,21.33612,21.37974,21.40081,21.93158,21.60464,0.129109,0.06563883,0.08458333,0.179644,0.3769862
178.45195,33.364401,0.01051904,1.11922E-05,21.61098,21.77893,21.60101,22.04242,22.4817,0.2085422,0.08656695,0.1137653,0.274226,0.999829
179.33142,34.152871,0.003240184,8.552099E-06,21.55975,21.60144,21.6291,22.08884,22.22689,0.1412809,0.06414459,0.08311458,0.1712311,0.5060892
117.54151,30.676641,0.01484873,7.977972E-06,22.21969,21.89458,22.12576,22.23592,21.56392,0.2704791,0.09123775,0.1391176,0.1989671,0.3647959
143.83559,35.909328,0.005281108,5.778419E-06,20.97577,20.83701,20.60122,21.40435,21.87815,0.08419178,0.03955107,0.04283045,0.1274691,0.5261675
161.74461,29.970793,0.02094745,7.532026E-06,21.15702,21.08335,21.28664,21.94641,21.31042,0.1152023,0.04649702,0.07861584,0.2008497,0.4124545
128.81509,28.467088,0.00758735,1.050261E-05,21.00462,20.80298,20.79897,21.22751,22.49151,0.115618,0.04632051,0.06142091,0.1263399,0.7555229
129.3887,28.710933,0.01216715,1.2572E-05,21.21751,20.6306,20.646,20.74449,21.02035,0.1443082,0.04866113,0.05759284,0.07718033,0.3013559
129.37669,28.694679,0.01109212,9.389759E-05,21.46695,20.0772,19.98827,19.78786,20.48907,0.3296868,0.04657694,0.0559957,0.06731939,0.4342169
172.32412,40.643873,0.02173418,9.888351E-06,22.5147,21.93197,21.67629,21.89185,21.95457,0.3313727,0.09221765,0.1013018,0.1548091,0.4830823
44.587898,-2.0385097,0.008192053,6.332806E-06,21.52788,21.30186,20.97026,21.05722,21.52339,0.2280559,0.08256219,0.0735015,0.09774629,0.4019404
40.022092,1.5079303,0.02066202,2.212946E-05,21.67618,21.30753,21.18416,21.21736,21.60264,0.1562663,0.05368325,0.06672127,0.08856257,0.3293817
39.8518,1.9630376,0.02223,9.785149E-06,22.02021,21.45843,21.64727,22.32759,21.79201,0.2080683,0.05300903,0.08464896,0.1896067,0.3405541
195.79068,47.447463,0.02485037,6.226432E-06,21.25533,20.76314,20.85649,21.03432,21.15439,0.1332768,0.03389485,0.06227832,0.09993331,0.3355704
151.87821,25.084046,0.0001223662,3.056585E-05,20.7479,19.72717,19.9114,18.96663,18.04809,0.1359094,0.02996948,0.04702607,0.02974134,0.04305336
150.2477,27.759719,6.517571E-06,3.390497E-05,22.90203,21.53917,20.37345,19.39938,18.57586,0.5003744,0.07363677,0.04406216,0.02676342,0.04951479
168.36321,53.597046,0.003207839,2.983182E-05,21.64613,21.25624,21.08545,20.88233,20.84668,0.2092362,0.05995202,0.07809474,0.09731891,0.348091
164.69675,55.240039,0.009876079,1.032732E-05,21.75497,21.43389,21.54329,21.79261,21.89574,0.1750004,0.05944398,0.09378418,0.1581434,0.6338538
24.062994,13.969635,0.02400061,7.693707E-06,22.24024,21.32775,21.68261,22.16718,22.50045,0.2896075,0.05929622,0.1101556,0.2450233,0.8304759
22.901643,13.330614,0.009172183,6.34138E-06,21.19618,20.33255,20.02473,20.07087,20.06655,0.1717446,0.04135862,0.05296749,0.08718115,0.1972925
134.86634,44.912595,0.006063221,2.75789E-05,21.12565,20.8547,21.17204,21.83503,22.6084,0.1109044,0.04685625,0.06949434,0.200846,0.8925945
180.08328,50.6525,0.002493027,3.252028E-05,22.15228,21.74207,21.82645,21.9701,22.43369,0.2186538,0.08358198,0.1163863,0.1993141,0.627477
179.11458,50.435124,0.002984217,3.239856E-05,21.58361,21.75708,22.59956,21.46511,22.22916,0.1931292,0.08185988,0.2000248,0.1410926,0.6385502
178.8395,54.657542,0.002970756,8.805786E-06,21.89442,21.5821,21.78891,21.78988,21.30164,0.2459131,0.07497564,0.1238885,0.1734971,0.4240776
179.70001,53.426459,0.003768565,6.186633E-06,21.37375,21.17984,21.0295,21.45694,21.53959,0.1533126,0.05103408,0.05964386,0.1310816,0.4389379
25.704625,13.153068,0.002623287,1.308198E-05,21.56868,21.33359,21.1475,21.40578,22.19008,0.1825337,0.0781431,0.08398716,0.1362558,0.7055677
25.61071,13.974068,0.002636763,1.257498E-05,20.74129,20.43588,20.30442,20.37472,20.7328,0.1000739,0.03841661,0.04257383,0.05573437,0.2656221
136.23655,59.932935,0.005181733,9.174404E-06,14.82261,13.41215,12.66504,12.25939,11.9896,0.004981718,0.001906507,0.001796682,0.001786649,0.002326398
171.97718,53.001043,0.02132606,8.231248E-06,21.59763,20.92958,20.94311,20.91867,20.47093,0.1781023,0.04104074,0.05320227,0.07482383,0.1794056
183.23836,52.266517,0.002645064,6.855397E-06,20.28171,19.97607,20.08161,20.02733,20.43515,0.06317256,0.02263327,0.03068465,0.0373701,0.1944237
169.59472,45.748755,0.008159203,2.04616E-05,21.92421,21.05313,21.06995,21.29772,21.47598,0.1946851,0.04920214,0.06809437,0.1073819,0.3696705
230.213,49.513963,0.01497663,4.7337E-06,21.05072,20.71185,20.52465,20.65921,20.42244,0.1113367,0.03721815,0.03741067,0.05442341,0.1386591
219.65249,52.707194,0.01091891,1.43236E-05,21.78365,21.74676,21.71858,21.87209,22.19098,0.1787547,0.07680696,0.1040516,0.1537484,0.6256793
2.47950209999999,-5.0209925,0.01870715,8.466133E-06,21.36609,21.04609,21.07041,21.20247,20.94353,0.1821952,0.04976206,0.07178691,0.1207737,0.3403427
7.30249049999998,33.104101,0.01604648,2.670012E-05,17.6025,16.12917,15.7136,15.49171,15.48091,0.05826671,0.00741492,0.007996556,0.01002131,0.03252861
344.25435,26.025372,0.02321305,7.843495E-06,17.39783,15.66834,14.90876,14.53752,14.24658,0.02590399,0.003092926,0.002778983,0.002795806,0.005976193
6.01093200000003,25.658007,0.02426373,1.07719E-05,21.66248,21.41686,21.0283,21.21372,20.69415,0.2274424,0.07230899,0.07704141,0.1408869,0.2829132
0.406219620000002,23.490767,0.01399533,2.044332E-05,20.40086,20.19339,19.46718,19.44771,19.08535,0.1375975,0.04234384,0.02941284,0.03660234,0.07746886
353.36233,25.650894,0.01232749,8.096085E-06,21.17774,21.31312,21.14393,21.64049,22.03157,0.1209839,0.04902139,0.05718189,0.1325841,0.5138504
11.215728,23.807919,0.02239345,8.769762E-06,21.83999,21.54392,21.79724,21.70021,23.05429,0.2101611,0.06887268,0.1075091,0.148676,0.7467647
347.25422,18.169757,0.006075258,7.368917E-06,21.17036,20.93829,21.09496,21.59747,22.60487,0.2854747,0.07206741,0.1101297,0.2173423,0.9657934
347.04598,18.103911,0.00576131,7.342403E-06,20.1961,20.00199,19.85609,20.10581,20.57124,0.1149898,0.0340868,0.03911512,0.06795466,0.3650648
345.69999,21.878659,0.02028985,9.316583E-06,21.08199,21.18376,21.00191,21.30137,21.73885,0.2077814,0.09670758,0.08644018,0.1496761,0.5768012
350.12883,29.30169,0.01973556,8.998592E-06,21.92445,21.35902,21.15971,21.54562,21.98805,0.2655081,0.05565442,0.06311528,0.1083655,0.5264699
176.06714,55.040118,0.00494922,7.658674E-06,21.32687,21.63221,21.39425,22.09414,22.80948,0.1341181,0.06782517,0.07846355,0.201998,0.8148519
183.14625,58.441844,0.00403269,9.570145E-06,21.67262,21.58039,21.90004,21.68992,22.57451,0.1959777,0.06834842,0.1270697,0.1538864,0.6662371
132.01608,25.335111,0.006578144,1.909726E-05,22.3549,21.99091,21.85313,22.16482,21.66976,0.2386975,0.08345954,0.09319903,0.1629191,0.2973323
217.48786,36.869974,0.002552371,5.433245E-06,21.94927,21.73837,21.89899,21.81787,21.25382,0.1536985,0.05456806,0.07957097,0.09879228,0.221813
210.08366,38.908781,0.01785608,1.10246E-05,21.64119,21.07134,20.56861,20.78881,20.78243,0.1377227,0.04462719,0.03805615,0.06272827,0.198299
130.0977,23.543907,0.01252616,8.226664E-06,21.30947,21.14124,21.05379,22.08453,21.84456,0.1174759,0.0475274,0.05891349,0.1653038,0.3934098
124.34794,21.694593,0.01151819,7.264801E-06,21.59069,21.85339,22.84912,22.34543,21.11496,0.1591864,0.06772596,0.2230994,0.2048977,0.2578885
125.2059,22.655206,0.01356301,6.023744E-06,20.868,20.8088,20.70696,21.76666,22.75878,0.1213992,0.05547028,0.05998477,0.2045475,0.8667942
125.07423,22.579029,0.01236851,1.057901E-05,20.89547,20.71958,20.71902,21.35945,20.85406,0.1137367,0.04382969,0.05384229,0.1303629,0.3090334
127.60871,31.189638,0.006928495,8.965603E-06,21.76495,21.76164,21.62684,21.63783,21.2378,0.1944101,0.08661417,0.113222,0.1765499,0.4028484
188.19211,1.5688404,0.005155945,8.36853E-06,21.72206,20.78695,20.9511,20.9677,21.89536,0.2215712,0.04547773,0.06314132,0.09638376,0.7790782
189.84117,4.9366512,0.005456316,5.285362E-05,16.65963,15.26637,14.74443,14.46876,14.34696,0.02087358,0.003718662,0.006544962,0.007950331,0.01055702
30.837924,18.632458,0.007845462,7.5194E-06,21.34731,20.88742,20.852,20.97618,21.89178,0.2632844,0.06798221,0.07153022,0.1233019,0.7137409
162.03173,14.693287,0.02198811,2.767895E-05,16.64364,15.50346,14.95808,14.65516,14.37316,0.008601191,0.0028464,0.002486843,0.002633846,0.004338624
342.11669,15.917671,0.01163322,7.686253E-06,22.75044,20.73334,21.06761,21.06192,22.72063,0.5209016,0.03911228,0.07096817,0.09355982,0.7680365
140.58575,49.160516,0.01649998,3.85829E-05,16.52204,15.33708,14.85154,14.60916,14.44305,0.0131497,0.003370998,0.003330914,0.01020356,0.02043984
152.55675,58.490361,0.007098947,3.51658E-05,17.65899,16.23459,15.8909,15.60618,15.50597,0.03196996,0.005094625,0.005230996,0.005551235,0.01958972
152.37916,58.450217,0.007354558,1.2535E-05,16.45344,15.35888,15.07096,14.87926,14.85038,0.01495584,0.003562019,0.004420293,0.00537359,0.01614978
171.88931,56.874324,0.005252663,2.014488E-05,20.01298,18.35795,17.63089,17.27003,16.82772,0.078117,0.01053298,0.008217035,0.007733889,0.01630979
144.47165,9.9392033,0.0005103452,7.18597E-05,22.31908,20.62599,20.03428,19.59585,19.14514,0.3877081,0.03146795,0.02585241,0.02479005,0.06589051
144.48111,17.016262,0.01469687,6.816823E-06,20.70204,20.12243,20.01849,20.28375,19.94221,0.08888747,0.02812719,0.03173996,0.04904146,0.10443
146.96057,8.8289465,0.0178455,8.802927E-06,22.52653,21.35432,21.21822,21.29059,20.60559,0.3914122,0.05779787,0.0737494,0.1105572,0.2212824
183.81809,65.980014,0.009246201,2.647023E-05,21.24478,20.4708,20.6444,20.92987,20.46463,0.11657,0.03072533,0.04672861,0.08640846,0.2124714
359.20838,-3.3531363,0.02235515,9.663743E-06,21.05586,20.75847,20.7506,20.78959,20.6978,0.1356707,0.04543433,0.05809821,0.08260312,0.267661
359.3639,-2.9059081,0.02344856,6.271697E-06,21.72887,21.8015,21.41351,21.72858,22.78991,0.2129643,0.08475997,0.08628792,0.151489,0.6415316
359.41903,-3.8675743,0.02182141,7.168041E-06,21.01734,21.012,20.94226,21.71217,21.70066,0.1315837,0.05893047,0.07127579,0.1825884,0.5616281
10.318772,-5.2846465,0.01190729,1.02192E-05,21.64369,21.58241,21.26535,21.24837,21.50217,0.2459115,0.09227026,0.088061,0.1099254,0.4506678
190.54167,63.389098,0.008376895,2.343925E-05,21.36109,20.97864,20.97286,21.00169,21.96791,0.1453614,0.04100838,0.06025272,0.08998388,0.6613744
191.01827,63.801285,0.009163126,8.074201E-06,22.16961,21.28648,21.28884,21.39606,21.18187,0.205133,0.04774052,0.06454059,0.09593798,0.2677002
187.26343,27.781528,0.02298006,2.493366E-05,21.46616,20.7917,20.64296,20.50344,20.61559,0.1854246,0.04493457,0.05249842,0.06651881,0.3039193
187.27026,27.776621,0.02371597,1.969648E-05,21.45385,20.96236,20.79347,20.64802,20.23245,0.1788085,0.04812372,0.05703105,0.07404794,0.2224018
187.29471,20.365594,0.0225212,1.440019E-05,22.26556,21.71187,21.56583,21.67406,22.42836,0.23214,0.05985036,0.06967095,0.09646035,0.4655057
207.16247,43.412452,0.007835875,4.489978E-05,15.68149,13.99734,13.58155,13.39599,13.33283,0.01289861,0.00239528,0.008364053,0.003186382,0.007939325
354.85005,-1.4480255,0.02255881,6.588528E-06,20.72571,20.75098,20.80928,21.32434,20.59376,0.08344625,0.03373875,0.0466698,0.1123947,0.2107134
32.311342,25.572399,0.01581326,1.728613E-05,20.75623,20.85193,20.69237,20.75598,21.38904,0.1359195,0.06886461,0.07768609,0.1225333,0.5668908
357.17057,-2.3638824,0.02196127,1.584301E-05,21.47899,21.69977,21.70477,22.18989,21.68551,0.1701988,0.08926334,0.1169326,0.2339829,0.5000883
179.08653,25.375088,0.01584524,2.468321E-05,16.52316,15.44454,15.03571,14.82824,14.65987,0.01230679,0.003122798,0.003093405,0.003651746,0.007728318
179.33845,25.194773,0.01518869,1.269243E-05,16.44986,14.62168,13.67307,13.18688,12.85677,0.01638998,0.002928206,0.002477109,0.002662076,0.005101934
162.48855,31.906543,0.005463594,7.667586E-06,21.77329,21.31723,21.29076,22.16164,22.5291,0.1482887,0.04998976,0.06122649,0.1849051,0.635629
187.14924,31.478925,0.02280439,9.94353E-06,21.37666,20.8999,20.91745,20.99241,21.3707,0.1450155,0.05088539,0.06058084,0.09097245,0.4240683
199.08785,30.680756,0.01926715,1.423093E-05,21.31996,20.82403,20.9583,21.52394,21.18968,0.1430058,0.04614053,0.06566743,0.1448055,0.3439668
199.13987,31.547773,0.02478342,7.217069E-06,21.26689,20.92714,20.6225,20.64644,21.194,0.1261925,0.04285919,0.04198579,0.05497643,0.3272815
199.05209,30.956791,0.01920929,8.352393E-06,21.02942,20.54773,20.83667,21.79686,22.81958,0.126941,0.03817706,0.06477641,0.2277957,1.084325
345.63411,32.587167,0.01967209,1.470265E-05,21.6321,20.97793,20.74269,20.65412,20.33414,0.2471567,0.05898715,0.06599895,0.09007902,0.2261883
17.816352,-0.45460672,0.01778919,1.011478E-05,21.72933,21.69177,21.72071,21.68778,21.71386,0.185803,0.0756071,0.1042711,0.1417931,0.4418712
20.357058,3.6438774,0.02325917,7.150059E-06,22.04705,21.96772,21.599,21.98118,21.93449,0.2176478,0.08142003,0.08582106,0.1968125,0.6037341
20.192289,4.1793947,0.01681589,1.848185E-05,21.44585,20.9864,20.63596,20.21863,19.76653,0.2206213,0.05724512,0.06357757,0.06512196,0.1493106
336.19564,31.852719,0.02225871,8.581366E-06,22.13942,21.43274,21.90119,21.41935,22.70702,0.3462064,0.07496757,0.1259932,0.1015584,0.7152845
10.819503,32.824669,0.01580464,9.142758E-06,21.48535,20.81082,20.72478,20.96687,22.35869,0.2251202,0.04714144,0.06063215,0.1111161,0.8531328
10.6864,32.542739,0.01595428,8.504039E-06,21.2517,21.13534,21.17622,21.24828,22.71353,0.1622036,0.0546193,0.07670468,0.1068714,0.8519402
10.726987,32.580183,0.01636835,4.645766E-06,20.27317,20.55225,20.38319,21.10841,21.39479,0.09818623,0.05608191,0.0598239,0.1397827,0.6115078
10.612371,33.182507,0.02101233,6.346923E-06,22.39137,22.06258,23.03265,21.04232,21.8495,0.3658988,0.09514204,0.3374516,0.09632006,0.4517844
11.641467,29.727958,0.01621434,9.919631E-06,21.35193,21.08585,20.90512,21.35078,21.40926,0.2669727,0.06722926,0.08644946,0.1788336,0.6320207
11.597651,29.623846,0.01647288,9.282534E-06,21.4842,21.42796,21.35823,21.9319,22.09539,0.1490268,0.05141421,0.07180946,0.1673556,0.5459864
13.242669,29.03197,0.01679736,5.034019E-06,19.51311,19.71806,19.61715,20.14641,19.72152,0.04719588,0.0276573,0.02914501,0.05488329,0.108939
13.363279,29.264265,0.01568044,1.011426E-05,21.09905,20.99395,21.14093,21.40499,22.27779,0.207974,0.06640355,0.1118427,0.2010012,1.089083
12.898191,29.713565,0.01626795,1.325083E-05,21.95801,21.54756,21.42283,21.65492,21.62036,0.3652391,0.08100717,0.1254493,0.1967698,0.5673498
164.94591,33.392334,0.006358976,5.659147E-06,21.57804,21.49879,21.33179,20.77012,20.8194,0.1752312,0.06546792,0.07405023,0.05886377,0.2487043
125.87234,27.133863,0.02403632,4.678659E-06,21.31653,21.3384,21.18222,21.96242,22.78065,0.1459079,0.07296974,0.08242182,0.2067707,0.8065192
123.52783,25.242189,0.0245724,1.383783E-05,20.80196,19.88851,19.78004,19.75819,19.86572,0.1323846,0.0258477,0.03435641,0.04780257,0.1937121
358.46676,7.9745191,0.01818032,6.69787E-06,21.37197,21.64275,21.03817,21.82487,21.27858,0.1153015,0.06419899,0.04897661,0.1306679,0.2380409
141.16593,49.363934,0.01624925,1.137766E-05,21.40882,21.23212,21.26776,22.09123,22.08176,0.137495,0.06075992,0.07304489,0.2348074,0.6407499
